Group,Brewery,City,State,Brewery_id,Name,Beer_ID,ABV,IBU,Style,Ounces
Ale,Old Forge Brewing Company,Danville,PA,302,Old Forge Pumpkin Ale,1394,0.046,20,Pumpkin Ale,16
Ale,Payette Brewing Company,Garden City,ID,308,Rodeo Rye Pale Ale,1805,0.042,35,American Pale Ale (APA),12
Ale,Payette Brewing Company,Garden City,ID,308,Payette Pale Ale,890,0.048,35,American Pale Ale (APA),12
Ale,Payette Brewing Company,Garden City,ID,308,Mutton Buster,775,0.055,25,American Brown Ale,12
Ale,Brew Bus Brewing,Tampa,FL,309,Rollin Dirty Red Ale,1800,0.05,21,Irish Red Ale,12
Ale,Brew Bus Brewing,Tampa,FL,309,Are Wheat There Yet?,1799,0.055,28,American Pale Wheat Ale,12
Ale,Sockeye Brewing Company,Boise,ID,310,Hell-Diver Pale Ale,1151,0.052,32,American Pale Ale (APA),12
Ale,Sockeye Brewing Company,Boise,ID,310,Woolybugger Wheat,1150,0.046,12,American Pale Wheat Ale,12
Ale,Sockeye Brewing Company,Boise,ID,310,Winterfest,995,0.084,90,American Strong Ale,16
Ale,Jackalope Brewing Company,Nashville,TN,313,Thunder Ann,1793,0.055,37,American Pale Ale (APA),12
Ale,Slanted Rock Brewing Company,Meridian,ID,314,Iron Butt Red Ale,1792,0.058,39,American Amber / Red Ale,12
Ale,Piney River Brewing Company,Bucryus,MO,315,Float Trip Ale,1335,0.045,18,American Blonde Ale,16
Ale,Piney River Brewing Company,Bucryus,MO,315,Black Walnut Wheat,846,0.045,18,American Dark Wheat Ale,16
Ale,Piney River Brewing Company,Bucryus,MO,315,McKinney Eddy Amber Ale,521,0.055,20,American Amber / Red Ale,16
Ale,Banner Beer Company,Williamsburg,MA,319,Banner American Ale,1643,0.035,45,American Amber / Red Ale,12
Ale,Rivertown Brewing Company,Lockland,OH,322,Hop Bomber Rye Pale Ale,1654,0.055,60,American Pale Ale (APA),16
Ale,Voodoo Brewery,Meadville,PA,323,Wynona's Big Brown Ale,1730,0.075,31,American Brown Ale,12
Ale,Voodoo Brewery,Meadville,PA,323,Gran Met,1729,0.092,25,Belgian Strong Pale Ale,12
Ale,Pisgah Brewing Company,Black Mountain,NC,325,Pisgah Pale Ale,1759,0.057,31,American Pale Ale (APA),12
Ale,Morgan Street Brewery,Saint Louis,MO,327,Honey Wheat,1052,0.047,14,American Pale Wheat Ale,12
Ale,The Bronx Brewery,Bronx,NY,330,Bronx Summer Pale Ale,1748,0.052,16,American Pale Ale (APA),16
Ale,The Bronx Brewery,Bronx,NY,330,Bronx Black Pale Ale,1747,0.057,46,American Black Ale,16
Ale,The Bronx Brewery,Bronx,NY,330,Bronx Pale Ale,1037,0.063,50,American Pale Ale (APA),16
Ale,Dead Armadillo Craft Brewing,Tulsa,OK,331,Dead Armadillo Amber Ale,1746,0.063,37,American Amber / Red Ale,12
Ale,Fargo Brewing Company,Fargo,ND,336,Iron Horse Pale Ale,1722,0.05,32,American Pale Ale (APA),12
Ale,Fargo Brewing Company,Fargo,ND,336,Stone's Throw IPA,1435,0.045,19,Scottish Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Scape Goat Pale Ale,1713,0.05,40,English Pale Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Montana Trout Slayer Ale,1712,0.05,35,American Pale Wheat Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Moose Drool Brown Ale,1711,0.051,26,American Brown Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Powder Hound Winter Ale,1456,0.072,60,English Strong Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Moose Drool Brown Ale (2011),767,0.051,26,American Brown Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Montana Trout Slayer Ale (2012),766,0.05,35,American Pale Wheat Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Scape Goat Pale Ale (2010),159,0.05,40,English Pale Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Montana Trout Slayer Ale (2009),35,0.05,35,American Pale Wheat Ale,12
Ale,Big Sky Brewing Company,Missoula,MT,337,Moose Drool Brown Ale (2009),34,0.051,26,American Brown Ale,12
Ale,Nebraska Brewing Company,Papillion,NE,338,Wick For Brains,1705,0.061,11,Pumpkin Ale,12
Ale,Nebraska Brewing Company,Papillion,NE,338,Brunette Nut Brown Ale,1146,0.048,15,English Brown Ale,12
Ale,Nebraska Brewing Company,Papillion,NE,338,Cardinal Pale Ale,1145,0.057,29,American Pale Ale (APA),12
Ale,Hardywood Park Craft Brewery,Richmond,VA,344,Hardywood Cream Ale,1331,0.044,18,Cream Ale,12
Ale,Hardywood Park Craft Brewery,Richmond,VA,344,Capital Trail Pale Ale,1270,0.056,55,American Pale Ale (APA),12
Ale,Manzanita Brewing Company,Santee,CA,347,Riverwalk Blonde Ale,1672,0.06,25,American Blonde Ale,12
Ale,Manzanita Brewing Company,Santee,CA,347,Gillespie Brown Ale,1671,0.095,49,American Brown Ale,12
Ale,Manzanita Brewing Company,Santee,CA,347,Manzanita Pale Ale,1670,0.066,44,American Pale Ale (APA),12
Ale,Central Coast Brewing Company,San Luis Obispo,CA,351,Catch 23,1646,0.075,77,American Black Ale,16
Ale,Manayunk Brewing Company,Philadelphia,PA,357,Belgian Style Session Ale,1625,0.045,21,Belgian Pale Ale,12
Ale,Manayunk Brewing Company,Philadelphia,PA,357,Summer Paradise,1484,0.05,18,American Pale Wheat Ale,12
Ale,NoDa Brewing Company,Charlotte,NC,360,Jam Session,1622,0.051,31,American Pale Ale (APA),16
Ale,Aviator Brewing Company,Fuquay-Varina,NC,361,Pumpkin Beast,1620,0.062,17,Pumpkin Ale,12
Ale,Aviator Brewing Company,Fuquay-Varina,NC,361,Mad Beach,1228,0.048,23,American Pale Wheat Ale,12
Ale,Aviator Brewing Company,Fuquay-Varina,NC,361,Hot Rod Red,702,0.061,41,American Amber / Red Ale,12
Ale,Wild Onion Brewing Company,Lake Barrington,IL,362,Phat Chance,971,0.052,27,American Blonde Ale,12
Ale,Wild Onion Brewing Company,Lake Barrington,IL,362,Paddy Pale Ale,162,0.056,41,American Pale Ale (APA),12
Ale,Hilliard's Beer,Seattle,WA,363,The 12th Can™,1615,0.045,32,American Pale Ale (APA),16
Ale,Hilliard's Beer,Seattle,WA,363,Hilliard's Blonde,724,0.049,20,American Blonde Ale,16
Ale,Hilliard's Beer,Seattle,WA,363,Hilliard's Amber Ale,497,0.055,60,American Amber / Red Ale,16
Ale,Hilliard's Beer,Seattle,WA,363,Hilliard's Saison,496,0.066,30,Saison / Farmhouse Ale,16
Ale,Great River Brewery,Davenport,IA,366,Barrel Aged Farmer,1574,0.07,22,American Brown Ale,16
Ale,Great River Brewery,Davenport,IA,366,Owney Irish Style Red Ale,1064,0.05,30,Irish Red Ale,16
Ale,Great River Brewery,Davenport,IA,366,Roller Dam Red Ale,864,0.054,30,Irish Red Ale,16
Ale,Great River Brewery,Davenport,IA,366,483 Pale Ale,863,0.053,48,American Pale Ale (APA),16
Ale,Great River Brewery,Davenport,IA,366,Farmer Brown Ale,655,0.07,22,American Brown Ale,16
Ale,Great River Brewery,Davenport,IA,366,40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,American Amber / Red Ale,16
Ale,Great River Brewery,Davenport,IA,366,483 Pale Ale (2010),190,0.053,48,American Pale Ale (APA),16
Ale,Great River Brewery,Davenport,IA,366,Roller Dam Red Ale (2010),189,0.054,30,Irish Red Ale,16
Ale,Mustang Brewing Company,Mustang,OK,367,Mustang Golden Ale,421,0.053,10,American Blonde Ale,12
Ale,Mustang Brewing Company,Mustang,OK,367,Washita Wheat,420,0.053,14,American Pale Wheat Ale,12
Ale,Airways Brewing Company,Kent,WA,368,Oatmeal PSA,1162,0.05,35,American Pale Ale (APA),16
Ale,21st Amendment Brewery,San Francisco,CA,369,Bitter American,876,0.044,42,American Pale Ale (APA),12
Ale,21st Amendment Brewery,San Francisco,CA,369,Special Edition: Allies Win The War!,531,0.085,52,English Strong Ale,12
Ale,21st Amendment Brewery,San Francisco,CA,369,Bitter American (2011),353,0.044,42,American Pale Ale (APA),12
Ale,21st Amendment Brewery,San Francisco,CA,369,Back in Black,173,0.068,65,American Black Ale,12
Ale,21st Amendment Brewery,San Francisco,CA,369,Monk's Blood,11,0.083,35,Belgian Dark Ale,12
Ale,Sly Fox Brewing Company,Pottstown,PA,372,Phoenix Pale Ale,20,0.051,40,American Pale Ale (APA),12
Ale,Astoria Brewing Company,Astoria,OR,375,Old Red Beard Amber Ale,978,0.06,35,American Amber / Red Ale,12
Ale,Maui Brewing Company,Lahaina,HI,376,Lahaina Town Brown,1578,0.051,20,American Brown Ale,12
Ale,Maui Brewing Company,Lahaina,HI,376,Sobrehumano Palena'ole,690,0.06,24,American Amber / Red Ale,12
Ale,Maui Brewing Company,Lahaina,HI,376,Mana Wheat,313,0.055,15,American Pale Wheat Ale,12
Ale,RoughTail Brewing Company,Midwest City,OK,377,12th Round,1577,0.076,78,American Strong Ale,16
Ale,Grey Sail Brewing of Rhode Island,Westerly,RI,380,Flying Jenny Extra Pale Ale,1505,0.06,54,American Pale Ale (APA),12
Ale,Grey Sail Brewing of Rhode Island,Westerly,RI,380,Flying Jenny Extra Pale Ale (2012),693,0.06,54,American Pale Ale (APA),12
Ale,Grey Sail Brewing of Rhode Island,Westerly,RI,380,Flagship Ale,631,0.049,22,Cream Ale,12
Ale,Blue Blood Brewing Company,Lincoln,NE,381,834 Happy As Ale,611,0.046,35,American Pale Ale (APA),12
Ale,Blue Mountain Brewery,Afton,VA,383,Full Nelson Pale Ale,1547,0.059,60,American Pale Ale (APA),12
Ale,Blue Mountain Brewery,Afton,VA,383,Full Nelson Pale Ale (2010),119,0.059,60,American Pale Ale (APA),12
Ale,Oskar Blues Brewery (North Carol...,Brevard,NC,390,Old Chub,1175,0.08,35,Scottish Ale,12
Ale,Oskar Blues Brewery (North Carol...,Brevard,NC,390,Dale's Pale Ale,1166,0.065,65,American Pale Ale (APA),19.2
Ale,Oskar Blues Brewery (North Carol...,Brevard,NC,390,Dale's Pale Ale,1065,0.065,65,American Pale Ale (APA),12
Ale,Breckenridge Brewery,Denver,CO,392,Agave Wheat,1522,0.042,9,American Pale Wheat Ale,12
Ale,Breckenridge Brewery,Denver,CO,392,SummerBright Ale,397,0.045,15,American Pale Wheat Ale,12
Ale,Breckenridge Brewery,Denver,CO,392,Avalanche Ale,83,0.054,19,American Amber / Red Ale,12
Ale,Santa Fe Brewing Company,Santa Fe,NM,393,Saison 88,1519,0.055,30,Saison / Farmhouse Ale,12
Ale,Santa Fe Brewing Company,Santa Fe,NM,393,Black IPA,967,0.071,95,American Black Ale,12
Ale,Miami Brewing Company,Miami,FL,394,Gator Tail Brown Ale,1507,0.053,30,American Brown Ale,12
Ale,Miami Brewing Company,Miami,FL,394,Big Rod Coconut Ale,1325,0.053,16,American Blonde Ale,12
Ale,Hops & Grain Brewery,Austin,TX,396,Pale Dog,501,0.06,50,American Pale Ale (APA),12
Ale,Ruhstaller Beer Company,Sacramento,CA,398,1881 California Red,1479,0.056,35,American Amber / Red Ale,12
Ale,Ruhstaller Beer Company,Sacramento,CA,398,CAPT Black IPA,1478,0.073,55,American Black Ale,12
Ale,Ruhstaller Beer Company,Sacramento,CA,398,CAPT Black IPA,883,0.073,55,American Black Ale,16
Ale,Ruhstaller Beer Company,Sacramento,CA,398,1881 California Red Ale,882,0.056,35,American Amber / Red Ale,16
Ale,Saugatuck Brewing Company,Douglas,MI,399,Oval Beach Blonde Ale,1477,0.05,11,American Blonde Ale,16
Ale,Fate Brewing Company,Boulder,CO,406,Parcae Belgian Style Pale Ale,1454,0.05,20,Belgian Pale Ale,16
Ale,Coastal Empire Beer Company,Savannah,GA,416,Tybee Island Blonde,1407,0.047,17,American Blonde Ale,12
Ale,Coastal Empire Beer Company,Savannah,GA,416,Savannah Brown Ale,1406,0.062,55,American Brown Ale,12
Ale,Boulder Beer Company,Boulder,CO,418,Hazed & Infused,1395,0.049,35,American Pale Ale (APA),12
Ale,Boulder Beer Company,Boulder,CO,418,Hoopla Pale Ale,808,0.057,35,American Pale Ale (APA),12
Ale,Boulder Beer Company,Boulder,CO,418,Hazed & Infused (2010),81,0.049,35,American Pale Ale (APA),12
Ale,Coalition Brewing Company,Portland,OR,419,Cascadian Dark Ale,1393,0.06,75,American Black Ale,12
Ale,Coalition Brewing Company,Portland,OR,419,Wheat the People,893,0.044,13,American Pale Wheat Ale,16
Ale,Sanitas Brewing Company,Boulder,CO,420,Sanitas Saison Ale,1392,0.058,20,Saison / Farmhouse Ale,12
Ale,Sanitas Brewing Company,Boulder,CO,420,Sanitas Black IPA,1391,0.068,65,American Black Ale,12
Ale,Hess Brewing Company,San Diego,CA,424,Grazias,1351,0.063,30,Cream Ale,16
Ale,Wynkoop Brewing Company,Denver,CO,425,Silverback Pale Ale,145,0.055,40,American Pale Ale (APA),12
Ale,Armadillo Ale Works,Denton,TX,427,Greenbelt Farmhouse Ale,1332,0.051,20,Saison / Farmhouse Ale,12
Ale,Schlafly Brewing Company,Saint Louis,MO,429,Schlafly Yakima Wheat Ale,1324,0.05,45,American Pale Wheat Ale,12
Ale,Schlafly Brewing Company,Saint Louis,MO,429,Schlafly American Brown Ale,1077,0.05,30,American Brown Ale,12
Ale,French Broad Brewery,Asheville,NC,434,Wee-Heavy-Er Scotch Ale,1260,0.07,24,Scotch Ale / Wee Heavy,12
Ale,Pateros Creek Brewing Company,Fort Collins,CO,442,Rustic Red,1268,0.052,23,Irish Red Ale,16
Ale,Pateros Creek Brewing Company,Fort Collins,CO,442,Stimulator Pale Ale,697,0.053,48,American Pale Ale (APA),16
Ale,Big Wood Brewery,Vadnais Heights,MN,445,Jack Pine Savage,1257,0.053,43,American Pale Ale (APA),16
Ale,Swamp Head Brewery,Gainesville,FL,448,Stump Knocker Pale Ale,1240,0.056,35,American Pale Ale (APA),12
Ale,Swamp Head Brewery,Gainesville,FL,448,Wild Night,1238,0.059,18,Cream Ale,12
Ale,Mavericks Beer Company,Half Moon Bay,CA,449,Back in the Saddle Rye Pale Ale,1047,0.037,53,American Pale Ale (APA),12
Ale,TailGate Beer,San Diego,CA,450,Blacktop Blonde,622,0.05,19,American Blonde Ale,24
Ale,TailGate Beer,San Diego,CA,450,Blacktop Blonde,362,0.05,19,American Blonde Ale,12
Ale,Northwest Brewing Company,Pacific,WA,451,Three Skulls Ale Pale Ale,1226,0.063,42,American Pale Ale (APA),16
Ale,Denali Brewing Company,Talkeetna,AK,454,Mother Ale,1159,0.056,46,American Blonde Ale,12
Ale,Denali Brewing Company,Talkeetna,AK,454,Single Engine Red,929,0.058,46,Irish Red Ale,12
Ale,Deschutes Brewery,Bend,OR,455,Mirror Pond Pale Ale,1210,0.05,40,American Pale Ale (APA),12
Ale,The Black Tooth Brewing Company,Sheridan,WY,458,Bomber Mountain Amber Ale (2013),1200,0.046,20,American Amber / Red Ale,12
Ale,The Black Tooth Brewing Company,Sheridan,WY,458,Saddle Bronc Brown Ale (2013),1198,0.048,16,English Brown Ale,12
Ale,The Black Tooth Brewing Company,Sheridan,WY,458,Wagon Box Wheat Beer,1197,0.059,15,American Pale Wheat Ale,12
Ale,Kenai River Brewing Company,Soldotna,AK,459,Peninsula Brewers Reserve (PBR),1187,0.05,15,American Blonde Ale,12
Ale,Fremont Brewing Company,Seattle,WA,461,Harvest Ale,901,0.065,35,Saison / Farmhouse Ale,12
Ale,Fremont Brewing Company,Seattle,WA,461,Fremont Summer Ale,875,0.065,45,American Pale Ale (APA),12
Ale,Fremont Brewing Company,Seattle,WA,461,Universale Pale Ale,858,0.056,30,American Pale Ale (APA),12
Ale,Good Life Brewing Company,Bend,OR,465,Sweet As Pacific Ale,1108,0.06,18,American Pale Wheat Ale,12
Ale,Green Room Brewing,Jacksonville,FL,467,Pablo Beach Pale Ale,1106,0.05,30,American Pale Ale (APA),12
Ale,Terrapin Brewing Company,Athens,GA,470,RecreationAle,1082,0.047,42,American Pale Ale (APA),12
Ale,Okoboji Brewing Company,Spirit Lake,IA,472,The Hole in Hadrian's Wall,1059,0.095,19,Scottish Ale,16
Ale,Okoboji Brewing Company,Spirit Lake,IA,472,33 Select Brown Ale,1058,0.065,26,American Brown Ale,16
Ale,Okoboji Brewing Company,Spirit Lake,IA,472,Midwest Charm Farmhouse Ale,603,0.06,29,Saison / Farmhouse Ale,16
Ale,Okoboji Brewing Company,Spirit Lake,IA,472,Boji Blue Pale Ale,602,0.05,45,American Pale Ale (APA),16
Ale,Crystal Springs Brewing Company,Boulder,CO,473,South Ridge Amber Ale,1057,0.06,31,American Amber / Red Ale,16
Ale,Red Hare Brewing Company,Marietta,GA,476,Watership Brown Ale,1021,0.072,55,American Brown Ale,12
Ale,Good People Brewing Company,Birmingham,AL,479,Good People Pale Ale,1000,0.056,36,American Pale Ale (APA),12
Ale,Good People Brewing Company,Birmingham,AL,479,Good People American Brown Ale,308,0.058,36,American Brown Ale,12
Ale,7 Seas Brewing Company,Gig Harbor,WA,482,British Pale Ale (2010),866,0.054,30,English Pale Ale,16
Ale,7 Seas Brewing Company,Gig Harbor,WA,482,British Pale Ale,48,0.054,30,English Pale Ale,16
Ale,Confluence Brewing Company,Des Moines,IA,483,Farmer John's Multi-Grain Ale,968,0.056,21,American Blonde Ale,16
Ale,Bale Breaker Brewing Company,Yakima,WA,484,Field 41 Pale Ale,965,0.044,38,American Pale Ale (APA),12
Ale,MacTarnahans Brewing Company,Portland,OR,486,Mac's Scottish Style Amber Ale (2000),961,0.051,32,American Amber / Red Ale,12
Ale,Stillmank Beer Company,Green Bay,WI,487,Wisco Disco,953,0.051,31,American Amber / Red Ale,16
Ale,Redhook Brewery,Woodinville,WA,488,Copper Hook (2011),339,0.058,27,American Amber / Red Ale,12
Ale,Blue Point Brewing Company,Patchogue,NY,490,Blue Point Summer Ale,667,0.044,16,American Blonde Ale,12
Ale,Devil's Canyon Brewery,Belmont,CA,492,Deadicated Amber,924,0.054,27,American Amber / Red Ale,16
Ale,Devil's Canyon Brewery,Belmont,CA,492,Full Boar Scotch Ale,647,0.074,12,Scotch Ale / Wee Heavy,16
Ale,Broken Tooth Brewing Company,Anchorage,AK,494,Northern Lights Amber Ale,921,0.05,15,American Amber / Red Ale,12
Ale,Broken Tooth Brewing Company,Anchorage,AK,494,Polar Pale Ale,920,0.052,17,American Pale Ale (APA),12
Ale,Dry Dock Brewing Company,Aurora,CO,497,Dry Dock Amber Ale,871,0.058,49,American Amber / Red Ale,12
Ale,High Noon Saloon And Brewery,Leavenworth,KS,501,Tonganoxie Honey Wheat,824,0.044,22,American Pale Wheat Ale,12
Ale,Oskar Blues Brewery,Lyons,CO,504,Old Chub (2008),787,0.08,35,Scottish Ale,12
Ale,Oskar Blues Brewery,Lyons,CO,504,Old Chub (2004),786,0.08,35,Scottish Ale,12
Ale,Oskar Blues Brewery,Lyons,CO,504,Old Chub (2003),785,0.08,35,Scottish Ale,12
Ale,Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2008),745,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2006),744,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2004),743,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2003),742,0.065,65,American Pale Ale (APA),12
Ale,Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2002),741,0.065,65,American Pale Ale (APA),12
Ale,Krebs Brewing Company (Pete's Pl...,Krebs,OK,506,Choc Beer (2003),781,0.04,9,American Dark Wheat Ale,12
Ale,Kettle House Brewing Company,Missoula,MT,511,Cold Smoke Scotch Ale (2007),760,0.065,11,Scotch Ale / Wee Heavy,16
Ale,Kettle House Brewing Company,Missoula,MT,511,Eddy Out Pale Ale,87,0.055,50,American Pale Ale (APA),16
Ale,Kettle House Brewing Company,Missoula,MT,511,Cold Smoke Scotch Ale,85,0.065,11,Scotch Ale / Wee Heavy,16
Ale,Crabtree Brewing Company,Greeley,CO,516,Eclipse Black IPA,556,0.077,71,American Black Ale,16
Ale,Butcher's Brewing,Carlsbad,CA,518,Mucho Aloha Hawaiian Pale Ale,668,0.056,36,American Pale Ale (APA),12
Ale,Aspen Brewing Company,Aspen,CO,524,This Season's Blonde,597,0.056,27,American Blonde Ale,12
Ale,Intuition Ale Works,Jacksonville,FL,528,Jon Boat Coastal Ale,559,0.045,20,American Blonde Ale,12
Ale,Intuition Ale Works,Jacksonville,FL,528,People's Pale Ale,553,0.053,28,American Pale Ale (APA),12
Ale,Buckbean Brewing Company,Reno,NV,531,Black Adder IBA (Current),383,0.073,85,American Black Ale,16
Ale,Buckbean Brewing Company,Reno,NV,531,Tule Duck Red Ale (Current),28,0.062,42,American Amber / Red Ale,16
Ale,Dundee Brewing Company,Rochester,NY,539,Dundee Summer Wheat Beer,457,0.045,18,American Pale Wheat Ale,12
Ale,Twin Lakes Brewing Company,Greenville,DE,540,Greenville Pale Ale,433,0.055,52,American Pale Ale (APA),12
Ale,Arcadia Brewing Company,Battle Creek,MI,542,Sky High Rye,413,0.06,55,American Pale Ale (APA),12
Ale,Arcadia Brewing Company,Battle Creek,MI,542,Whitsun,390,0.062,17,American Pale Wheat Ale,12
Ale,Upstate Brewing Company,Elmira,NY,547,Common Sense Kentucky Common Ale,382,0.053,22,American Brown Ale,16
